route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
M1,weekend,WE_T096,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T097,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T098,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T099,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T100,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T101,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T102,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T103,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T104,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T105,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T106,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T107,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T108,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T109,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T110,Lebak Bulus BSI,0,shape_M1_0
M1,weekend,WE_T111,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T112,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T113,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T114,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T115,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T116,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T117,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T118,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T119,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T120,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T121,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T122,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T123,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T124,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T125,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T126,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T127,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T128,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T129,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T130,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T131,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T132,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T133,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T134,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T135,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T136,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T137,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T138,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T139,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T140,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T141,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T142,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T143,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T144,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T145,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T146,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T147,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T148,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T149,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T150,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T151,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T152,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T153,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T154,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T155,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T156,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T157,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T158,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T159,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T160,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T161,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T162,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T163,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T164,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T165,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T166,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T167,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T168,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T169,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T170,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T171,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T172,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T173,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T174,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T175,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T176,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T177,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T178,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T179,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T180,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T181,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T182,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T183,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T184,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T185,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T186,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T187,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T188,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T189,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T190,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T191,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T192,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T193,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T194,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T195,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T196,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T197,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T198,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T199,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T200,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T201,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T202,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T203,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T204,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T205,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T206,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T207,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T208,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T209,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T210,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T211,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T212,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T213,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T214,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T215,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T216,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T217,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T218,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T219,Bundaran HI Bank Jakarta,1,shape_M1_1
M1,weekend,WE_T220,Bundaran HI Bank Jakarta,1,shape_M1_1
