trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled
WD_T075,14:43:00,14:43:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T075,14:46:00,14:46:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T075,14:48:00,14:48:30,setiabudi,3,0,0,1,1925.585608070995
WD_T075,14:50:00,14:50:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T075,14:52:00,14:52:30,istora,5,0,0,1,4034.671338315422
WD_T075,14:54:00,14:54:30,senayan,6,0,0,1,4865.839074432736
WD_T075,14:56:00,14:56:30,asean,7,0,0,1,6381.124772831021
WD_T075,14:59:00,14:59:30,blok_m,8,0,0,1,7014.236917612059
WD_T075,15:01:00,15:01:30,blok_a,9,0,0,1,8271.782376632145
WD_T075,15:04:00,15:04:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T075,15:06:00,15:06:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T075,15:09:00,15:09:30,fatmawati,12,0,0,1,12603.508292771303
WD_T075,15:12:00,15:12:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T076,14:53:00,14:53:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T076,14:56:00,14:56:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T076,14:58:00,14:58:30,setiabudi,3,0,0,1,1925.585608070995
WD_T076,15:00:00,15:00:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T076,15:02:00,15:02:30,istora,5,0,0,1,4034.671338315422
WD_T076,15:04:00,15:04:30,senayan,6,0,0,1,4865.839074432736
WD_T076,15:06:00,15:06:30,asean,7,0,0,1,6381.124772831021
WD_T076,15:09:00,15:09:30,blok_m,8,0,0,1,7014.236917612059
WD_T076,15:11:00,15:11:30,blok_a,9,0,0,1,8271.782376632145
WD_T076,15:14:00,15:14:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T076,15:16:00,15:16:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T076,15:19:00,15:19:30,fatmawati,12,0,0,1,12603.508292771303
WD_T076,15:22:00,15:22:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T077,15:03:00,15:03:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T077,15:06:00,15:06:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T077,15:08:00,15:08:30,setiabudi,3,0,0,1,1925.585608070995
WD_T077,15:10:00,15:10:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T077,15:12:00,15:12:30,istora,5,0,0,1,4034.671338315422
WD_T077,15:14:00,15:14:30,senayan,6,0,0,1,4865.839074432736
WD_T077,15:16:00,15:16:30,asean,7,0,0,1,6381.124772831021
WD_T077,15:19:00,15:19:30,blok_m,8,0,0,1,7014.236917612059
WD_T077,15:21:00,15:21:30,blok_a,9,0,0,1,8271.782376632145
WD_T077,15:24:00,15:24:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T077,15:26:00,15:26:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T077,15:29:00,15:29:30,fatmawati,12,0,0,1,12603.508292771303
WD_T077,15:32:00,15:32:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T078,15:13:00,15:13:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T078,15:16:00,15:16:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T078,15:18:00,15:18:30,setiabudi,3,0,0,1,1925.585608070995
WD_T078,15:20:00,15:20:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T078,15:22:00,15:22:30,istora,5,0,0,1,4034.671338315422
WD_T078,15:24:00,15:24:30,senayan,6,0,0,1,4865.839074432736
WD_T078,15:26:00,15:26:30,asean,7,0,0,1,6381.124772831021
WD_T078,15:29:00,15:29:30,blok_m,8,0,0,1,7014.236917612059
WD_T078,15:31:00,15:31:30,blok_a,9,0,0,1,8271.782376632145
WD_T078,15:34:00,15:34:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T078,15:36:00,15:36:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T078,15:39:00,15:39:30,fatmawati,12,0,0,1,12603.508292771303
WD_T078,15:42:00,15:42:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T079,15:23:00,15:23:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T079,15:26:00,15:26:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T079,15:28:00,15:28:30,setiabudi,3,0,0,1,1925.585608070995
WD_T079,15:30:00,15:30:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T079,15:32:00,15:32:30,istora,5,0,0,1,4034.671338315422
WD_T079,15:34:00,15:34:30,senayan,6,0,0,1,4865.839074432736
WD_T079,15:36:00,15:36:30,asean,7,0,0,1,6381.124772831021
WD_T079,15:39:00,15:39:30,blok_m,8,0,0,1,7014.236917612059
WD_T079,15:41:00,15:41:30,blok_a,9,0,0,1,8271.782376632145
WD_T079,15:44:00,15:44:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T079,15:46:00,15:46:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T079,15:49:00,15:49:30,fatmawati,12,0,0,1,12603.508292771303
WD_T079,15:52:00,15:52:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T080,15:33:00,15:33:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T080,15:36:00,15:36:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T080,15:38:00,15:38:30,setiabudi,3,0,0,1,1925.585608070995
WD_T080,15:40:00,15:40:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T080,15:42:00,15:42:30,istora,5,0,0,1,4034.671338315422
WD_T080,15:44:00,15:44:30,senayan,6,0,0,1,4865.839074432736
WD_T080,15:46:00,15:46:30,asean,7,0,0,1,6381.124772831021
WD_T080,15:49:00,15:49:30,blok_m,8,0,0,1,7014.236917612059
WD_T080,15:51:00,15:51:30,blok_a,9,0,0,1,8271.782376632145
WD_T080,15:54:00,15:54:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T080,15:56:00,15:56:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T080,15:59:00,15:59:30,fatmawati,12,0,0,1,12603.508292771303
WD_T080,16:02:00,16:02:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T081,15:42:00,15:42:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T081,15:45:00,15:45:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T081,15:47:00,15:47:30,setiabudi,3,0,0,1,1925.585608070995
WD_T081,15:49:00,15:49:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T081,15:51:00,15:51:30,istora,5,0,0,1,4034.671338315422
WD_T081,15:53:00,15:53:30,senayan,6,0,0,1,4865.839074432736
WD_T081,15:55:00,15:55:30,asean,7,0,0,1,6381.124772831021
WD_T081,15:58:00,15:58:30,blok_m,8,0,0,1,7014.236917612059
WD_T081,16:00:00,16:00:30,blok_a,9,0,0,1,8271.782376632145
WD_T081,16:03:00,16:03:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T081,16:05:00,16:05:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T081,16:08:00,16:08:30,fatmawati,12,0,0,1,12603.508292771303
WD_T081,16:11:00,16:11:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T082,15:51:00,15:51:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T082,15:53:00,15:53:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T082,15:55:00,15:55:30,setiabudi,3,0,0,1,1925.585608070995
WD_T082,15:57:00,15:57:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T082,15:59:00,15:59:30,istora,5,0,0,1,4034.671338315422
WD_T082,16:01:00,16:01:30,senayan,6,0,0,1,4865.839074432736
WD_T082,16:04:00,16:04:30,asean,7,0,0,1,6381.124772831021
WD_T082,16:06:00,16:06:30,blok_m,8,0,0,1,7014.236917612059
WD_T082,16:09:00,16:09:30,blok_a,9,0,0,1,8271.782376632145
WD_T082,16:11:00,16:11:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T082,16:13:00,16:13:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T082,16:17:00,16:17:30,fatmawati,12,0,0,1,12603.508292771303
WD_T082,16:20:00,16:20:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T083,15:59:00,15:59:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T083,16:01:00,16:01:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T083,16:03:00,16:03:30,setiabudi,3,0,0,1,1925.585608070995
WD_T083,16:05:00,16:05:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T083,16:08:00,16:08:30,istora,5,0,0,1,4034.671338315422
WD_T083,16:09:00,16:09:30,senayan,6,0,0,1,4865.839074432736
WD_T083,16:12:00,16:12:30,asean,7,0,0,1,6381.124772831021
WD_T083,16:14:00,16:14:30,blok_m,8,0,0,1,7014.236917612059
WD_T083,16:17:00,16:17:30,blok_a,9,0,0,1,8271.782376632145
WD_T083,16:19:00,16:19:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T083,16:21:00,16:21:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T083,16:25:00,16:25:30,fatmawati,12,0,0,1,12603.508292771303
WD_T083,16:28:00,16:28:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T084,16:06:00,16:06:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T084,16:09:00,16:09:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T084,16:11:00,16:11:30,setiabudi,3,0,0,1,1925.585608070995
WD_T084,16:13:00,16:13:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T084,16:15:00,16:15:30,istora,5,0,0,1,4034.671338315422
WD_T084,16:17:00,16:17:30,senayan,6,0,0,1,4865.839074432736
WD_T084,16:19:00,16:19:30,asean,7,0,0,1,6381.124772831021
WD_T084,16:22:00,16:22:30,blok_m,8,0,0,1,7014.236917612059
WD_T084,16:24:00,16:24:30,blok_a,9,0,0,1,8271.782376632145
WD_T084,16:27:00,16:27:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T084,16:29:00,16:29:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T084,16:32:00,16:32:30,fatmawati,12,0,0,1,12603.508292771303
WD_T084,16:35:00,16:35:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T085,16:14:00,16:14:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T085,16:16:00,16:16:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T085,16:18:00,16:18:30,setiabudi,3,0,0,1,1925.585608070995
WD_T085,16:20:00,16:20:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T085,16:23:00,16:23:30,istora,5,0,0,1,4034.671338315422
WD_T085,16:24:00,16:24:30,senayan,6,0,0,1,4865.839074432736
WD_T085,16:27:00,16:27:30,asean,7,0,0,1,6381.124772831021
WD_T085,16:29:00,16:29:30,blok_m,8,0,0,1,7014.236917612059
WD_T085,16:32:00,16:32:30,blok_a,9,0,0,1,8271.782376632145
WD_T085,16:34:00,16:34:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T085,16:36:00,16:36:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T085,16:40:00,16:40:30,fatmawati,12,0,0,1,12603.508292771303
WD_T085,16:43:00,16:43:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T086,16:22:00,16:22:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T086,16:24:00,16:24:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T086,16:26:00,16:26:30,setiabudi,3,0,0,1,1925.585608070995
WD_T086,16:28:00,16:28:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T086,16:31:00,16:31:30,istora,5,0,0,1,4034.671338315422
WD_T086,16:32:00,16:32:30,senayan,6,0,0,1,4865.839074432736
WD_T086,16:35:00,16:35:30,asean,7,0,0,1,6381.124772831021
WD_T086,16:37:00,16:37:30,blok_m,8,0,0,1,7014.236917612059
WD_T086,16:40:00,16:40:30,blok_a,9,0,0,1,8271.782376632145
WD_T086,16:42:00,16:42:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T086,16:44:00,16:44:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T086,16:48:00,16:48:30,fatmawati,12,0,0,1,12603.508292771303
WD_T086,16:51:00,16:51:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T087,16:29:00,16:29:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T087,16:32:00,16:32:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T087,16:34:00,16:34:30,setiabudi,3,0,0,1,1925.585608070995
WD_T087,16:36:00,16:36:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T087,16:38:00,16:38:30,istora,5,0,0,1,4034.671338315422
WD_T087,16:40:00,16:40:30,senayan,6,0,0,1,4865.839074432736
WD_T087,16:42:00,16:42:30,asean,7,0,0,1,6381.124772831021
WD_T087,16:45:00,16:45:30,blok_m,8,0,0,1,7014.236917612059
WD_T087,16:47:00,16:47:30,blok_a,9,0,0,1,8271.782376632145
WD_T087,16:50:00,16:50:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T087,16:52:00,16:52:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T087,16:55:00,16:55:30,fatmawati,12,0,0,1,12603.508292771303
WD_T087,16:58:00,16:58:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T088,16:35:00,16:35:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T088,16:38:00,16:38:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T088,16:40:00,16:40:30,setiabudi,3,0,0,1,1925.585608070995
WD_T088,16:42:00,16:42:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T088,16:44:00,16:44:30,istora,5,0,0,1,4034.671338315422
WD_T088,16:46:00,16:46:30,senayan,6,0,0,1,4865.839074432736
WD_T088,16:48:00,16:48:30,asean,7,0,0,1,6381.124772831021
WD_T088,16:51:00,16:51:30,blok_m,8,0,0,1,7014.236917612059
WD_T088,16:53:00,16:53:30,blok_a,9,0,0,1,8271.782376632145
WD_T088,16:56:00,16:56:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T088,16:58:00,16:58:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T088,17:01:00,17:01:30,fatmawati,12,0,0,1,12603.508292771303
WD_T088,17:04:00,17:04:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T089,16:41:00,16:41:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T089,16:43:00,16:43:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T089,16:45:00,16:45:30,setiabudi,3,0,0,1,1925.585608070995
WD_T089,16:47:00,16:47:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T089,16:50:00,16:50:30,istora,5,0,0,1,4034.671338315422
WD_T089,16:51:00,16:51:30,senayan,6,0,0,1,4865.839074432736
WD_T089,16:54:00,16:54:30,asean,7,0,0,1,6381.124772831021
WD_T089,16:56:00,16:56:30,blok_m,8,0,0,1,7014.236917612059
WD_T089,16:59:00,16:59:30,blok_a,9,0,0,1,8271.782376632145
WD_T089,17:01:00,17:01:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T089,17:03:00,17:03:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T089,17:07:00,17:07:30,fatmawati,12,0,0,1,12603.508292771303
WD_T089,17:10:00,17:10:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T090,16:46:00,16:46:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T090,16:49:00,16:49:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T090,16:51:00,16:51:30,setiabudi,3,0,0,1,1925.585608070995
WD_T090,16:53:00,16:53:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T090,16:55:00,16:55:30,istora,5,0,0,1,4034.671338315422
WD_T090,16:57:00,16:57:30,senayan,6,0,0,1,4865.839074432736
WD_T090,16:59:00,16:59:30,asean,7,0,0,1,6381.124772831021
WD_T090,17:02:00,17:02:30,blok_m,8,0,0,1,7014.236917612059
WD_T090,17:04:00,17:04:30,blok_a,9,0,0,1,8271.782376632145
WD_T090,17:07:00,17:07:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T090,17:09:00,17:09:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T090,17:12:00,17:12:30,fatmawati,12,0,0,1,12603.508292771303
WD_T090,17:15:00,17:15:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T091,16:51:00,16:51:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T091,16:54:00,16:54:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T091,16:56:00,16:56:30,setiabudi,3,0,0,1,1925.585608070995
WD_T091,16:58:00,16:58:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T091,17:00:00,17:00:30,istora,5,0,0,1,4034.671338315422
WD_T091,17:02:00,17:02:30,senayan,6,0,0,1,4865.839074432736
WD_T091,17:04:00,17:04:30,asean,7,0,0,1,6381.124772831021
WD_T091,17:07:00,17:07:30,blok_m,8,0,0,1,7014.236917612059
WD_T091,17:09:00,17:09:30,blok_a,9,0,0,1,8271.782376632145
WD_T091,17:12:00,17:12:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T091,17:14:00,17:14:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T091,17:17:00,17:17:30,fatmawati,12,0,0,1,12603.508292771303
WD_T091,17:20:00,17:20:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T092,16:56:00,16:56:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T092,16:59:00,16:59:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T092,17:01:00,17:01:30,setiabudi,3,0,0,1,1925.585608070995
WD_T092,17:03:00,17:03:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T092,17:05:00,17:05:30,istora,5,0,0,1,4034.671338315422
WD_T092,17:07:00,17:07:30,senayan,6,0,0,1,4865.839074432736
WD_T092,17:09:00,17:09:30,asean,7,0,0,1,6381.124772831021
WD_T092,17:12:00,17:12:30,blok_m,8,0,0,1,7014.236917612059
WD_T092,17:14:00,17:14:30,blok_a,9,0,0,1,8271.782376632145
WD_T092,17:17:00,17:17:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T092,17:19:00,17:19:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T092,17:22:00,17:22:30,fatmawati,12,0,0,1,12603.508292771303
WD_T092,17:25:00,17:25:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T093,17:01:00,17:01:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T093,17:04:00,17:04:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T093,17:06:00,17:06:30,setiabudi,3,0,0,1,1925.585608070995
WD_T093,17:08:00,17:08:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T093,17:10:00,17:10:30,istora,5,0,0,1,4034.671338315422
WD_T093,17:12:00,17:12:30,senayan,6,0,0,1,4865.839074432736
WD_T093,17:14:00,17:14:30,asean,7,0,0,1,6381.124772831021
WD_T093,17:17:00,17:17:30,blok_m,8,0,0,1,7014.236917612059
WD_T093,17:19:00,17:19:30,blok_a,9,0,0,1,8271.782376632145
WD_T093,17:22:00,17:22:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T093,17:24:00,17:24:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T093,17:27:00,17:27:30,fatmawati,12,0,0,1,12603.508292771303
WD_T093,17:30:00,17:30:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T094,17:06:00,17:06:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T094,17:09:00,17:09:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T094,17:11:00,17:11:30,setiabudi,3,0,0,1,1925.585608070995
WD_T094,17:13:00,17:13:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T094,17:15:00,17:15:30,istora,5,0,0,1,4034.671338315422
WD_T094,17:17:00,17:17:30,senayan,6,0,0,1,4865.839074432736
WD_T094,17:19:00,17:19:30,asean,7,0,0,1,6381.124772831021
WD_T094,17:22:00,17:22:30,blok_m,8,0,0,1,7014.236917612059
WD_T094,17:24:00,17:24:30,blok_a,9,0,0,1,8271.782376632145
WD_T094,17:27:00,17:27:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T094,17:29:00,17:29:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T094,17:32:00,17:32:30,fatmawati,12,0,0,1,12603.508292771303
WD_T094,17:35:00,17:35:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T095,17:11:00,17:11:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T095,17:14:00,17:14:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T095,17:16:00,17:16:30,setiabudi,3,0,0,1,1925.585608070995
WD_T095,17:18:00,17:18:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T095,17:20:00,17:20:30,istora,5,0,0,1,4034.671338315422
WD_T095,17:22:00,17:22:30,senayan,6,0,0,1,4865.839074432736
WD_T095,17:24:00,17:24:30,asean,7,0,0,1,6381.124772831021
WD_T095,17:27:00,17:27:30,blok_m,8,0,0,1,7014.236917612059
WD_T095,17:29:00,17:29:30,blok_a,9,0,0,1,8271.782376632145
WD_T095,17:32:00,17:32:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T095,17:34:00,17:34:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T095,17:37:00,17:37:30,fatmawati,12,0,0,1,12603.508292771303
WD_T095,17:40:00,17:40:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T096,17:16:00,17:16:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T096,17:19:00,17:19:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T096,17:21:00,17:21:30,setiabudi,3,0,0,1,1925.585608070995
WD_T096,17:23:00,17:23:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T096,17:25:00,17:25:30,istora,5,0,0,1,4034.671338315422
WD_T096,17:27:00,17:27:30,senayan,6,0,0,1,4865.839074432736
WD_T096,17:29:00,17:29:30,asean,7,0,0,1,6381.124772831021
WD_T096,17:32:00,17:32:30,blok_m,8,0,0,1,7014.236917612059
WD_T096,17:34:00,17:34:30,blok_a,9,0,0,1,8271.782376632145
WD_T096,17:37:00,17:37:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T096,17:39:00,17:39:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T096,17:42:00,17:42:30,fatmawati,12,0,0,1,12603.508292771303
WD_T096,17:45:00,17:45:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T097,17:21:00,17:21:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T097,17:24:00,17:24:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T097,17:26:00,17:26:30,setiabudi,3,0,0,1,1925.585608070995
WD_T097,17:28:00,17:28:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T097,17:30:00,17:30:30,istora,5,0,0,1,4034.671338315422
WD_T097,17:32:00,17:32:30,senayan,6,0,0,1,4865.839074432736
WD_T097,17:34:00,17:34:30,asean,7,0,0,1,6381.124772831021
WD_T097,17:37:00,17:37:30,blok_m,8,0,0,1,7014.236917612059
WD_T097,17:39:00,17:39:30,blok_a,9,0,0,1,8271.782376632145
WD_T097,17:42:00,17:42:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T097,17:44:00,17:44:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T097,17:47:00,17:47:30,fatmawati,12,0,0,1,12603.508292771303
WD_T097,17:50:00,17:50:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T098,17:26:00,17:26:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T098,17:29:00,17:29:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T098,17:31:00,17:31:30,setiabudi,3,0,0,1,1925.585608070995
WD_T098,17:33:00,17:33:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T098,17:35:00,17:35:30,istora,5,0,0,1,4034.671338315422
WD_T098,17:37:00,17:37:30,senayan,6,0,0,1,4865.839074432736
WD_T098,17:39:00,17:39:30,asean,7,0,0,1,6381.124772831021
WD_T098,17:42:00,17:42:30,blok_m,8,0,0,1,7014.236917612059
WD_T098,17:44:00,17:44:30,blok_a,9,0,0,1,8271.782376632145
WD_T098,17:47:00,17:47:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T098,17:49:00,17:49:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T098,17:52:00,17:52:30,fatmawati,12,0,0,1,12603.508292771303
WD_T098,17:55:00,17:55:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T099,17:31:00,17:31:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T099,17:34:00,17:34:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T099,17:36:00,17:36:30,setiabudi,3,0,0,1,1925.585608070995
WD_T099,17:38:00,17:38:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T099,17:40:00,17:40:30,istora,5,0,0,1,4034.671338315422
WD_T099,17:42:00,17:42:30,senayan,6,0,0,1,4865.839074432736
WD_T099,17:44:00,17:44:30,asean,7,0,0,1,6381.124772831021
WD_T099,17:47:00,17:47:30,blok_m,8,0,0,1,7014.236917612059
WD_T099,17:49:00,17:49:30,blok_a,9,0,0,1,8271.782376632145
WD_T099,17:52:00,17:52:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T099,17:54:00,17:54:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T099,17:57:00,17:57:30,fatmawati,12,0,0,1,12603.508292771303
WD_T099,18:00:00,18:00:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T100,17:36:00,17:36:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T100,17:39:00,17:39:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T100,17:41:00,17:41:30,setiabudi,3,0,0,1,1925.585608070995
WD_T100,17:43:00,17:43:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T100,17:45:00,17:45:30,istora,5,0,0,1,4034.671338315422
WD_T100,17:47:00,17:47:30,senayan,6,0,0,1,4865.839074432736
WD_T100,17:50:00,17:50:30,asean,7,0,0,1,6381.124772831021
WD_T100,17:52:00,17:52:30,blok_m,8,0,0,1,7014.236917612059
WD_T100,17:54:00,17:54:30,blok_a,9,0,0,1,8271.782376632145
WD_T100,17:57:00,17:57:30,haji_nawi,10,0,0,1,9494.129585018469
WD_T100,17:59:00,17:59:30,cipete_raya,11,0,0,1,10791.018360278216
WD_T100,18:02:00,18:02:30,fatmawati,12,0,0,1,12603.508292771303
WD_T100,18:05:00,18:05:00,lebak_bulus,13,1,0,1,14615.805786616962
WD_T101,17:41:00,17:41:30,bundaran_hi,1,0,1,1,1.4058811377004676
WD_T101,17:44:00,17:44:30,dukuh_atas,2,0,0,1,995.4577435400421
WD_T101,17:46:00,17:46:30,setiabudi,3,0,0,1,1925.585608070995
WD_T101,17:48:00,17:48:30,bendungan_hilir,4,0,0,1,2708.1908484683586
WD_T101,17:50:00,17:50:30,istora,5,0,0,1,4034.671338315422
WD_T101,17:52:00,17:52:30,senayan,6,0,0,1,4865.839074432736
WD_T101,17:55:00,17:55:30,asean,7,0,0,1,6381.124772831021
WD_T101,17:57:00,17:57:30,blok_m,8,0,0,1,7014.236917612059
